user_id,age,income,category,signup_date,is_active,score
411,42,70551.42,A,2020-01-18 02:00:00,True,37.04759592552599
412,23,47959.64,C,2020-01-18 03:00:00,True,49.53194766591374
413,19,45612.81,A,2020-01-18 04:00:00,True,50.2702530806667
414,47,107205.32,A,2020-01-18 05:00:00,True,57.08945518765108
415,38,26324.12,A,2020-01-18 06:00:00,True,29.497124550787603
416,27,57752.39,D,2020-01-18 07:00:00,True,58.88850910770996
417,50,37365.63,C,2020-01-18 08:00:00,True,9.434125525958372
418,36,41535.18,C,2020-01-18 09:00:00,False,40.551731714542846
419,46,77982.07,C,2020-01-18 10:00:00,True,42.67589236322683
420,35,46813.08,B,2020-01-18 11:00:00,True,59.499902391068574
421,55,47531.51,D,2020-01-18 12:00:00,True,50.339462790153036
422,52,62084.63,B,2020-01-18 13:00:00,True,28.9165541921557
423,32,30258.23,A,2020-01-18 14:00:00,False,35.225103112744776
424,44,23870.42,A,2020-01-18 15:00:00,True,52.98020014321111
425,41,21538.46,C,2020-01-18 16:00:00,True,48.813989872031655
426,48,13586.36,C,2020-01-18 17:00:00,False,41.313138355463806
427,25,101529.39,A,2020-01-18 18:00:00,True,42.78749315732031
428,41,20918.64,A,2020-01-18 19:00:00,False,60.44251995738934
429,45,32512.28,C,2020-01-18 20:00:00,True,42.23461140696178
430,18,31621.53,A,2020-01-18 21:00:00,True,48.6786313395639
431,23,42349.14,C,2020-01-18 22:00:00,True,82.54904882120815
432,18,54604.34,D,2020-01-18 23:00:00,True,28.644760446741156
433,32,55839.5,B,2020-01-19 00:00:00,False,22.222359026380122
434,42,27131.79,A,2020-01-19 01:00:00,False,61.7538449719791
435,50,33404.27,C,2020-01-19 02:00:00,True,39.82035408058845
436,35,41826.69,C,2020-01-19 03:00:00,True,45.226437083860695
437,51,32069.3,B,2020-01-19 04:00:00,False,38.28265432803329
438,21,81119.02,D,2020-01-19 05:00:00,False,46.10299788848731
439,18,46420.08,A,2020-01-19 06:00:00,True,73.97807168144512
440,34,52440.73,B,2020-01-19 07:00:00,True,62.03192687927179
441,38,50586.53,C,2020-01-19 08:00:00,True,62.93335267830466
442,34,65299.32,C,2020-01-19 09:00:00,False,28.756594163110318
443,18,39755.79,A,2020-01-19 10:00:00,True,32.73269395170696
444,34,18988.41,C,2020-01-19 11:00:00,True,7.413820107718593
445,21,44348.94,B,2020-01-19 12:00:00,False,37.859287683758694
446,41,26221.15,A,2020-01-19 13:00:00,True,64.35054779578488
447,38,27880.75,A,2020-01-19 14:00:00,True,57.754197736225564
448,25,48687.71,C,2020-01-19 15:00:00,True,46.67730105571814
449,29,67449.98,A,2020-01-19 16:00:00,True,49.665495744229204
450,24,36703.81,A,2020-01-19 17:00:00,True,39.66671686136892
451,34,42379.35,A,2020-01-19 18:00:00,True,53.07138323602676
452,44,85059.6,C,2020-01-19 19:00:00,True,61.48817419220922
453,25,40961.04,B,2020-01-19 20:00:00,True,25.76169818884291
454,40,133364.54,C,2020-01-19 21:00:00,False,54.49471531756022
455,29,48182.68,A,2020-01-19 22:00:00,False,63.98652306432001
456,27,15057.31,B,2020-01-19 23:00:00,True,43.773495665549454
457,33,52927.1,B,2020-01-20 00:00:00,True,60.51050918180876
458,24,43939.95,C,2020-01-20 01:00:00,True,92.2198166670883
459,29,69208.32,D,2020-01-20 02:00:00,True,48.43485810519662
460,23,50847.73,A,2020-01-20 03:00:00,True,55.89960575007986
461,54,33886.5,B,2020-01-20 04:00:00,True,38.92914374507913
462,35,19689.7,A,2020-01-20 05:00:00,True,52.718767439030756
463,28,32711.71,B,2020-01-20 06:00:00,True,56.904074374734556
464,37,23735.8,A,2020-01-20 07:00:00,True,52.92263510405207
465,33,27166.46,A,2020-01-20 08:00:00,True,34.70457020436715
466,32,48741.65,A,2020-01-20 09:00:00,True,53.09542656988176
467,41,83696.48,B,2020-01-20 10:00:00,True,71.93293908076456
468,42,44237.84,A,2020-01-20 11:00:00,True,56.72953646771791
469,29,19971.44,C,2020-01-20 12:00:00,False,64.42980783607761
470,29,45356.16,B,2020-01-20 13:00:00,False,46.444820449810585
471,32,66059.8,A,2020-01-20 14:00:00,True,61.24850359135566
472,18,26771.91,C,2020-01-20 15:00:00,True,54.18901757324789
473,19,33961.79,A,2020-01-20 16:00:00,True,35.73633905469152
474,48,36583.19,B,2020-01-20 17:00:00,True,54.77781507198311
475,51,24527.52,B,2020-01-20 18:00:00,True,35.12455004839534
476,32,50218.57,A,2020-01-20 19:00:00,False,40.50679587672812
477,40,34184.44,A,2020-01-20 20:00:00,True,52.83992460938561
478,38,44791.17,A,2020-01-20 21:00:00,False,54.45866410070186
479,65,23301.05,D,2020-01-20 22:00:00,True,32.161513023843064
480,46,29180.93,B,2020-01-20 23:00:00,True,65.80978656774315
481,33,52114.09,B,2020-01-21 00:00:00,False,58.580094174507096
482,25,30139.25,B,2020-01-21 01:00:00,True,39.429073465836744
483,18,86118.71,A,2020-01-21 02:00:00,True,26.93622805326237
484,37,29738.03,B,2020-01-21 03:00:00,True,47.82643131377853
485,27,40633.27,C,2020-01-21 04:00:00,True,43.3108442920826
486,20,57889.74,A,2020-01-21 05:00:00,False,51.69710685579534
487,28,17868.9,A,2020-01-21 06:00:00,True,44.5532500826665
488,24,15056.96,A,2020-01-21 07:00:00,False,19.88814708882485
489,51,16935.58,B,2020-01-21 08:00:00,False,44.17479592548263
490,43,68274.53,D,2020-01-21 09:00:00,False,45.415713333975305
491,34,27558.63,A,2020-01-21 10:00:00,True,59.50491537161088
492,49,130496.23,B,2020-01-21 11:00:00,True,39.527004880834255
493,35,27388.44,A,2020-01-21 12:00:00,False,75.1801201005885
494,26,39826.02,D,2020-01-21 13:00:00,True,21.325391740223644
495,50,78515.79,A,2020-01-21 14:00:00,True,69.66751246703936
496,40,99016.96,B,2020-01-21 15:00:00,True,46.63521543682843
497,24,101798.62,C,2020-01-21 16:00:00,True,62.89377308515334
498,33,66448.54,C,2020-01-21 17:00:00,True,51.197022260881
499,26,60598.85,B,2020-01-21 18:00:00,True,67.09333304038203
500,21,48837.98,A,2020-01-21 19:00:00,True,44.18957053170783
501,44,53593.36,A,2020-01-21 20:00:00,False,33.520693622332814
502,54,27567.89,A,2020-01-21 21:00:00,True,71.30756430906595
503,21,24122.51,A,2020-01-21 22:00:00,False,48.29779031176788
504,40,36254.28,B,2020-01-21 23:00:00,True,53.32337710436316
505,28,33353.16,A,2020-01-22 00:00:00,False,68.52127871067192
506,30,28951.75,A,2020-01-22 01:00:00,True,34.52067136858348
507,29,51441.15,B,2020-01-22 02:00:00,False,58.93236346458886
508,26,58550.95,D,2020-01-22 03:00:00,True,41.15157865305664
509,35,37956.78,B,2020-01-22 04:00:00,False,48.01745966533442
510,26,76021.01,A,2020-01-22 05:00:00,True,51.084184480764335
511,37,20520.0,A,2020-01-22 06:00:00,False,27.49667207829596
512,34,32963.96,D,2020-01-22 07:00:00,False,38.317444357693475
513,32,25376.75,A,2020-01-22 08:00:00,True,70.26609338619708
514,25,14281.66,A,2020-01-22 09:00:00,True,63.29286782877193
515,29,34844.82,B,2020-01-22 10:00:00,False,49.060406340091475
516,42,34170.78,B,2020-01-22 11:00:00,True,53.64685187769339
517,40,77398.67,B,2020-01-22 12:00:00,False,45.58636241545314
518,25,49781.86,A,2020-01-22 13:00:00,True,70.34875078741973
519,35,21761.69,A,2020-01-22 14:00:00,True,46.994711333087544
520,42,91770.51,D,2020-01-22 15:00:00,False,53.47763138202272
521,18,66870.74,A,2020-01-22 16:00:00,True,67.19045216213098
522,40,48583.97,B,2020-01-22 17:00:00,False,38.3394277273114
523,28,32427.37,C,2020-01-22 18:00:00,True,73.3818377674534
524,40,22477.73,B,2020-01-22 19:00:00,True,27.043078853849348
525,27,30148.69,A,2020-01-22 20:00:00,True,74.44463196669199
526,18,62590.85,A,2020-01-22 21:00:00,True,44.40986624072038
527,18,93180.44,B,2020-01-22 22:00:00,True,46.359518782620775
528,35,78560.3,C,2020-01-22 23:00:00,True,21.649847432255857
529,37,28440.67,D,2020-01-23 00:00:00,True,43.17807923933461
530,25,20747.71,A,2020-01-23 01:00:00,True,34.402902034596735
531,41,38965.94,A,2020-01-23 02:00:00,False,40.88530481939791
532,18,14999.62,D,2020-01-23 03:00:00,True,47.94033551316681
533,34,42684.19,C,2020-01-23 04:00:00,True,64.36687421709358
534,22,33731.88,C,2020-01-23 05:00:00,True,53.11405027100939
535,28,28766.93,A,2020-01-23 06:00:00,True,54.615149801016706
536,35,16360.88,B,2020-01-23 07:00:00,False,33.56720916731656
537,26,46948.2,C,2020-01-23 08:00:00,True,36.78868865595905
538,31,27823.87,B,2020-01-23 09:00:00,True,76.98087527526968
539,45,20232.42,B,2020-01-23 10:00:00,True,38.9719844785513
540,29,8637.5,A,2020-01-23 11:00:00,True,74.84312378085943
541,43,35819.31,B,2020-01-23 12:00:00,False,46.354082016787004
542,23,88091.01,A,2020-01-23 13:00:00,True,50.03431904215256
543,40,83335.47,B,2020-01-23 14:00:00,False,66.05547740344895
544,49,28895.81,D,2020-01-23 15:00:00,True,69.07838632907985
545,18,26873.45,A,2020-01-23 16:00:00,True,48.33781159581369
546,27,45907.65,C,2020-01-23 17:00:00,False,44.17635419717692
547,40,22044.25,A,2020-01-23 18:00:00,True,49.161193272166805
548,32,42230.41,B,2020-01-23 19:00:00,True,55.069362923481776
549,38,53265.29,D,2020-01-23 20:00:00,True,63.36955530304633
550,28,67068.29,A,2020-01-23 21:00:00,True,50.06344788491227
551,35,34541.71,A,2020-01-23 22:00:00,True,59.2832944703473
552,33,32799.32,B,2020-01-23 23:00:00,True,74.57539598406412
553,46,23412.11,A,2020-01-24 00:00:00,True,55.719644183971766
554,37,24018.02,C,2020-01-24 01:00:00,True,54.674792840071675
555,38,32427.45,D,2020-01-24 02:00:00,True,27.216337623648982
556,30,43637.96,B,2020-01-24 03:00:00,True,10.53904794756405
557,30,57342.21,A,2020-01-24 04:00:00,True,55.82563593845252
558,30,24304.35,B,2020-01-24 05:00:00,True,48.57763653078692
559,38,76599.38,C,2020-01-24 06:00:00,False,42.278259876278874
560,30,31711.61,A,2020-01-24 07:00:00,True,53.65295306279517
561,37,35929.59,B,2020-01-24 08:00:00,False,49.093944062046376
562,55,24994.08,B,2020-01-24 09:00:00,True,66.91670375950848
563,43,10806.25,B,2020-01-24 10:00:00,True,51.29166302388467
564,31,56501.51,A,2020-01-24 11:00:00,True,38.796150723947484
565,47,52492.31,C,2020-01-24 12:00:00,True,64.85249358438934
566,30,31550.23,A,2020-01-24 13:00:00,True,46.743033875806965
567,18,37552.5,A,2020-01-24 14:00:00,True,57.898050255084605
568,24,47003.14,C,2020-01-24 15:00:00,True,42.83883940710799
569,18,16626.07,C,2020-01-24 16:00:00,False,40.25259671753845
570,31,27874.67,A,2020-01-24 17:00:00,True,51.262523452785445
571,35,54021.23,A,2020-01-24 18:00:00,True,50.19242965315528
572,51,19396.64,A,2020-01-24 19:00:00,False,57.19740553050249
573,38,42056.91,A,2020-01-24 20:00:00,True,45.97031370035386
574,32,18429.52,A,2020-01-24 21:00:00,True,22.45460324344404
575,43,45853.88,A,2020-01-24 22:00:00,True,43.50839174617417
576,18,35674.07,B,2020-01-24 23:00:00,False,61.907277007157234
577,37,16194.62,C,2020-01-25 00:00:00,False,45.5393588113534
578,42,65014.77,B,2020-01-25 01:00:00,True,46.30424896228178
579,20,25152.29,B,2020-01-25 02:00:00,True,64.79564758858905
580,46,24218.54,A,2020-01-25 03:00:00,False,39.32040159111616
581,38,40146.26,D,2020-01-25 04:00:00,True,26.857951726356504
582,30,64493.43,C,2020-01-25 05:00:00,True,47.59053320711759
583,41,21852.9,C,2020-01-25 06:00:00,True,42.737390731268945
584,57,37452.92,C,2020-01-25 07:00:00,True,35.50630520370119
585,36,44999.57,D,2020-01-25 08:00:00,True,47.36932316151964
586,37,51356.81,B,2020-01-25 09:00:00,True,57.37258470870175
587,30,39664.85,A,2020-01-25 10:00:00,True,49.860671576482765
588,26,30226.86,B,2020-01-25 11:00:00,True,54.604716090293564
589,43,24009.5,C,2020-01-25 12:00:00,False,77.20111547773135
590,26,37913.86,C,2020-01-25 13:00:00,True,44.85681707663654
591,35,21246.14,B,2020-01-25 14:00:00,True,54.17522951967004
592,30,8428.08,A,2020-01-25 15:00:00,True,42.36179956101298
593,39,45174.13,A,2020-01-25 16:00:00,True,37.304604201695405
594,38,57066.21,D,2020-01-25 17:00:00,True,41.22638519873345
595,45,11142.63,B,2020-01-25 18:00:00,True,42.81862142717467
596,29,21919.56,B,2020-01-25 19:00:00,False,55.39213696320688
597,32,49492.54,A,2020-01-25 20:00:00,False,85.23613680051136
598,25,101594.81,A,2020-01-25 21:00:00,True,39.259348455862394
599,30,36695.04,C,2020-01-25 22:00:00,True,43.75062041576806
600,38,25235.29,B,2020-01-25 23:00:00,True,49.053154803331275
601,42,33141.84,C,2020-01-26 00:00:00,False,55.93698273064621
602,25,72217.54,B,2020-01-26 01:00:00,False,53.953262179321776
603,43,26291.95,B,2020-01-26 02:00:00,True,69.26143690922176
604,48,24352.85,A,2020-01-26 03:00:00,True,13.604118941971876
605,39,28527.63,C,2020-01-26 04:00:00,False,14.196051947064909
606,53,22546.51,B,2020-01-26 05:00:00,True,42.56182741984776
607,27,38612.65,B,2020-01-26 06:00:00,True,66.45950281315564
608,22,81825.09,B,2020-01-26 07:00:00,True,26.515279525916057
609,18,42682.3,D,2020-01-26 08:00:00,True,4.8855149045936415
610,49,32010.63,A,2020-01-26 09:00:00,False,58.56769109328813
611,41,31385.28,C,2020-01-26 10:00:00,False,53.65485835554072
612,34,16620.71,A,2020-01-26 11:00:00,True,33.64687389800855
613,37,56475.09,B,2020-01-26 12:00:00,True,35.21690598918605
614,23,34929.3,A,2020-01-26 13:00:00,True,35.45384420547988
615,59,33181.91,A,2020-01-26 14:00:00,True,51.6580297621091
616,36,179253.05,B,2020-01-26 15:00:00,True,40.605270857254894
617,36,42166.29,A,2020-01-26 16:00:00,True,57.4109587846328
618,42,24936.91,B,2020-01-26 17:00:00,True,7.1806000564341375
619,39,29343.35,D,2020-01-26 18:00:00,True,37.14722202308301
620,37,64487.25,A,2020-01-26 19:00:00,True,33.10919058633425
621,27,38431.6,C,2020-01-26 20:00:00,True,46.15488982441262
622,39,17691.88,B,2020-01-26 21:00:00,True,41.92928362264792
623,53,57504.27,B,2020-01-26 22:00:00,True,61.9676566984365
624,48,26001.98,A,2020-01-26 23:00:00,False,22.109948425099137
625,50,92655.99,A,2020-01-27 00:00:00,True,50.68237214496128
626,29,62319.15,A,2020-01-27 01:00:00,True,58.37504634817558
627,25,29037.37,A,2020-01-27 02:00:00,False,77.84971154842933
628,33,68906.66,A,2020-01-27 03:00:00,False,42.77351043359787
629,35,37568.75,B,2020-01-27 04:00:00,True,54.866879065287755
630,45,55624.93,C,2020-01-27 05:00:00,False,22.942058111564528
631,18,46275.43,C,2020-01-27 06:00:00,True,14.120656935304645
632,50,23785.27,B,2020-01-27 07:00:00,True,62.6716156367255
633,33,26323.7,A,2020-01-27 08:00:00,True,49.91659559527894
634,30,60777.83,A,2020-01-27 09:00:00,True,67.67769034697633
635,24,30718.25,A,2020-01-27 10:00:00,True,29.398956665453763
636,18,29678.43,A,2020-01-27 11:00:00,True,57.79853209293129
637,43,22526.3,B,2020-01-27 12:00:00,True,78.0322676081578
638,35,44882.33,B,2020-01-27 13:00:00,True,56.295584125358985
639,22,101850.61,A,2020-01-27 14:00:00,True,54.148722583865734
640,22,21295.13,A,2020-01-27 15:00:00,True,50.12834121236525
641,31,36757.95,C,2020-01-27 16:00:00,True,26.43677814311132
642,51,73578.66,C,2020-01-27 17:00:00,False,70.33359403565522
643,32,34897.81,A,2020-01-27 18:00:00,False,40.83713540292401
644,19,45532.69,D,2020-01-27 19:00:00,False,57.567248845745254
645,32,21349.92,D,2020-01-27 20:00:00,True,26.554485401431197
646,32,44988.11,A,2020-01-27 21:00:00,False,32.308105032383295
647,18,33071.52,A,2020-01-27 22:00:00,True,71.52631098833353
648,34,59448.46,B,2020-01-27 23:00:00,True,44.790465665632354
649,32,65755.13,D,2020-01-28 00:00:00,True,71.79913214063816
650,41,132558.83,C,2020-01-28 01:00:00,True,48.82654011412223
651,53,48524.14,A,2020-01-28 02:00:00,True,22.37153340563214
652,46,42740.33,A,2020-01-28 03:00:00,True,63.381013995975806
653,32,40022.3,B,2020-01-28 04:00:00,False,41.15161523366588
654,23,30437.08,B,2020-01-28 05:00:00,True,60.480332202755655
655,60,43012.32,A,2020-01-28 06:00:00,True,50.37816301310123
656,35,31328.99,C,2020-01-28 07:00:00,False,26.853226580856944
657,35,39506.89,B,2020-01-28 08:00:00,True,52.464421480558535
658,34,70178.6,C,2020-01-28 09:00:00,True,82.94334713229199
659,36,21954.53,C,2020-01-28 10:00:00,True,57.394796877716885
660,33,64211.61,C,2020-01-28 11:00:00,True,49.13723370491805
661,29,70161.68,B,2020-01-28 12:00:00,True,66.13015102935347
662,29,34233.7,B,2020-01-28 13:00:00,True,53.16002697804666
663,34,12570.05,A,2020-01-28 14:00:00,True,53.14301345394192
664,29,26798.17,B,2020-01-28 15:00:00,True,33.62562241761346
665,27,69459.37,A,2020-01-28 16:00:00,True,53.50772038684398
666,36,35902.63,B,2020-01-28 17:00:00,True,65.53165124625417
667,32,22034.15,A,2020-01-28 18:00:00,True,37.45906771849963
668,50,28215.1,A,2020-01-28 19:00:00,False,71.36743731870422
669,18,55287.94,A,2020-01-28 20:00:00,True,48.62440963782311
670,45,47732.45,A,2020-01-28 21:00:00,True,36.68345732692189
671,47,32226.16,C,2020-01-28 22:00:00,True,64.96448115380366
672,18,30229.93,C,2020-01-28 23:00:00,True,45.69808646392596
673,31,29855.4,B,2020-01-29 00:00:00,True,61.39272331229162
674,31,22897.77,A,2020-01-29 01:00:00,True,45.623620516121946
675,20,81445.38,A,2020-01-29 02:00:00,False,49.102607847051445
676,27,30910.15,A,2020-01-29 03:00:00,False,57.40340306501437
677,23,66741.3,A,2020-01-29 04:00:00,True,54.36345586385009
678,52,77703.69,C,2020-01-29 05:00:00,False,20.067023293223922
679,44,59823.6,A,2020-01-29 06:00:00,True,33.181343898584124
680,47,29266.24,A,2020-01-29 07:00:00,True,63.94114977186223
681,42,44438.66,A,2020-01-29 08:00:00,True,48.01795116647679
682,23,35878.81,A,2020-01-29 09:00:00,True,42.144030458428674
683,29,23112.97,B,2020-01-29 10:00:00,False,29.621389771137885
684,39,42709.63,B,2020-01-29 11:00:00,True,33.803955180862275
685,22,20140.34,A,2020-01-29 12:00:00,True,19.67302040057079
686,42,65764.78,A,2020-01-29 13:00:00,False,48.480789219477
687,32,28787.35,A,2020-01-29 14:00:00,True,41.0234362912843
688,31,40158.12,A,2020-01-29 15:00:00,True,35.50118163522027
689,42,41841.5,A,2020-01-29 16:00:00,True,48.9781486224807
690,39,31905.94,D,2020-01-29 17:00:00,False,55.45955946279107
691,31,48695.74,B,2020-01-29 18:00:00,False,81.39796898314917
692,46,28639.67,B,2020-01-29 19:00:00,True,27.321748706551794
693,24,56142.52,B,2020-01-29 20:00:00,True,67.39071564950783
694,41,18527.48,B,2020-01-29 21:00:00,True,64.59652341522607
695,40,38684.33,B,2020-01-29 22:00:00,False,38.31360890934949
696,31,95746.99,B,2020-01-29 23:00:00,True,53.04853931879047
697,38,22022.82,C,2020-01-30 00:00:00,True,43.13550125993577
698,22,25877.46,A,2020-01-30 01:00:00,False,52.785328706281085
699,44,46955.42,B,2020-01-30 02:00:00,True,72.63696520106825
700,33,39727.18,B,2020-01-30 03:00:00,True,59.084093489469694
701,29,43274.34,C,2020-01-30 04:00:00,True,57.62912559850163
702,45,46378.61,B,2020-01-30 05:00:00,False,43.54536020068036
703,27,49879.27,B,2020-01-30 06:00:00,True,27.739150026134972
704,20,63249.97,A,2020-01-30 07:00:00,True,46.87297684189388
705,19,44574.15,B,2020-01-30 08:00:00,True,68.09912232295872
706,41,32188.71,A,2020-01-30 09:00:00,True,27.092482151155288
707,22,50832.28,A,2020-01-30 10:00:00,True,34.173659477349574
708,52,93895.8,A,2020-01-30 11:00:00,True,51.89401604351102
709,18,33985.29,B,2020-01-30 12:00:00,False,35.23017822729106
710,51,22308.77,A,2020-01-30 13:00:00,True,38.112148293271815
711,37,63167.19,A,2020-01-30 14:00:00,True,43.64602127407734
712,34,34194.14,C,2020-01-30 15:00:00,True,29.51573893714776
713,29,12254.71,A,2020-01-30 16:00:00,True,35.38817230675448
714,38,55476.28,B,2020-01-30 17:00:00,False,60.551418751809635
715,34,27787.34,B,2020-01-30 18:00:00,True,30.38945326653554
716,46,34708.27,A,2020-01-30 19:00:00,True,26.031917982577436
717,36,42872.68,C,2020-01-30 20:00:00,True,40.54962530699159
718,36,39944.64,A,2020-01-30 21:00:00,True,60.979332537647686
719,31,51778.27,B,2020-01-30 22:00:00,True,47.046172880046655
720,34,29209.72,B,2020-01-30 23:00:00,True,43.03128382826573
721,38,46936.59,B,2020-01-31 00:00:00,False,50.6653819627341
722,18,31895.71,B,2020-01-31 01:00:00,False,23.81438850710522
723,21,52543.95,A,2020-01-31 02:00:00,True,57.420584806625484
724,42,49398.92,A,2020-01-31 03:00:00,False,55.75152547105466
725,36,22749.1,C,2020-01-31 04:00:00,True,43.86037288856418
726,33,62504.33,B,2020-01-31 05:00:00,True,65.08886767694625
727,35,27778.52,C,2020-01-31 06:00:00,True,33.087558515704416
728,38,54395.08,C,2020-01-31 07:00:00,True,66.91863489880353
729,29,43636.26,C,2020-01-31 08:00:00,True,52.31740498392877
730,27,91043.42,B,2020-01-31 09:00:00,True,44.951711151827396
731,36,32476.34,A,2020-01-31 10:00:00,True,49.701895469475325
732,25,30495.72,C,2020-01-31 11:00:00,True,48.391028512835874
733,39,35964.59,B,2020-01-31 12:00:00,True,68.30424344626576
734,18,31207.39,A,2020-01-31 13:00:00,False,33.8498130879348
735,45,54174.79,C,2020-01-31 14:00:00,True,38.56221141280103
736,39,16185.07,C,2020-01-31 15:00:00,True,65.5445433810872
737,37,21443.11,B,2020-01-31 16:00:00,True,41.06697597224211
738,44,21292.25,A,2020-01-31 17:00:00,True,63.50799615997387
739,51,58404.83,A,2020-01-31 18:00:00,False,75.49153974513064
740,45,85417.53,C,2020-01-31 19:00:00,True,43.973074595875495
741,18,34467.61,D,2020-01-31 20:00:00,True,60.22043489862958
742,22,33375.89,A,2020-01-31 21:00:00,False,32.69461577990212
743,28,37610.03,A,2020-01-31 22:00:00,True,61.32099947101714
744,35,64921.83,C,2020-01-31 23:00:00,True,52.99135978980151
745,40,22841.25,A,2020-02-01 00:00:00,True,57.09557423240323
746,27,40912.24,B,2020-02-01 01:00:00,False,40.31641891946907
747,36,59136.22,D,2020-02-01 02:00:00,True,25.083748766492413
748,27,46655.55,A,2020-02-01 03:00:00,True,57.54878097124257
749,28,39926.31,B,2020-02-01 04:00:00,True,19.048952712808184
750,20,59905.47,A,2020-02-01 05:00:00,True,45.23974261636198
751,25,9399.24,A,2020-02-01 06:00:00,True,64.11772799629955
752,21,50967.2,C,2020-02-01 07:00:00,True,52.87846603809554
753,25,26185.53,B,2020-02-01 08:00:00,True,79.22513967184719
754,45,14540.36,D,2020-02-01 09:00:00,False,65.3766372887266
755,25,46891.95,B,2020-02-01 10:00:00,False,40.191524175116356
756,61,72173.58,A,2020-02-01 11:00:00,True,50.409700697771584
757,39,33903.57,A,2020-02-01 12:00:00,False,49.28943946183346
758,36,58479.84,A,2020-02-01 13:00:00,True,26.26734854980809
759,26,81319.34,A,2020-02-01 14:00:00,True,35.8940162527347
760,42,70084.52,A,2020-02-01 15:00:00,True,41.588586395302094
761,29,82452.88,A,2020-02-01 16:00:00,False,19.45669245716095
762,36,52631.17,B,2020-02-01 17:00:00,False,50.712402023774644
763,60,37711.37,C,2020-02-01 18:00:00,True,46.26392233020439
764,34,16301.58,B,2020-02-01 19:00:00,False,24.906591480326387
765,46,32111.48,C,2020-02-01 20:00:00,True,56.06319297915998
766,27,23822.28,A,2020-02-01 21:00:00,False,60.73809117036439
767,34,107524.22,A,2020-02-01 22:00:00,False,53.405517182973334
768,52,33258.22,B,2020-02-01 23:00:00,True,45.13897737186545
769,28,38622.97,B,2020-02-02 00:00:00,False,58.87163227627782
770,53,47845.99,A,2020-02-02 01:00:00,True,60.20330540715037
771,42,37115.92,C,2020-02-02 02:00:00,True,54.61105354579533
772,29,84755.47,C,2020-02-02 03:00:00,True,37.630816243478584
773,41,26600.23,B,2020-02-02 04:00:00,True,54.14901148266771
774,44,40026.77,A,2020-02-02 05:00:00,False,67.93220976238219
775,41,25053.4,C,2020-02-02 06:00:00,True,41.05056412082405
776,19,18769.5,B,2020-02-02 07:00:00,True,81.46909008698647
777,27,26745.34,C,2020-02-02 08:00:00,False,42.115535990219236
778,32,35649.19,C,2020-02-02 09:00:00,False,50.486105200102045
779,34,29300.18,C,2020-02-02 10:00:00,True,39.91271605990496
780,41,25688.26,B,2020-02-02 11:00:00,False,53.34906253880391
781,36,17976.87,A,2020-02-02 12:00:00,True,23.866674610470874
782,21,34837.41,B,2020-02-02 13:00:00,False,41.80937301774918
783,38,17113.79,B,2020-02-02 14:00:00,True,33.61818199477149
784,41,53105.09,C,2020-02-02 15:00:00,True,52.03007521838436
785,40,37843.7,A,2020-02-02 16:00:00,True,64.91671063263361
786,45,17522.21,A,2020-02-02 17:00:00,True,59.69009280671827
787,43,31113.45,C,2020-02-02 18:00:00,True,14.425109587116616
788,39,24932.36,C,2020-02-02 19:00:00,True,80.6310447939182
789,34,42599.05,D,2020-02-02 20:00:00,True,54.429199109313025
790,18,70985.1,C,2020-02-02 21:00:00,False,38.35251289260499
791,39,14220.13,B,2020-02-02 22:00:00,True,52.35691878486411
792,37,38465.35,B,2020-02-02 23:00:00,True,52.64284733754039
793,37,33521.21,C,2020-02-03 00:00:00,True,39.99726924572654
794,22,50800.93,B,2020-02-03 01:00:00,True,52.96875001013113
795,24,40400.54,B,2020-02-03 02:00:00,False,40.88791568569539
796,45,24934.69,A,2020-02-03 03:00:00,False,43.934570109649655
797,34,30960.67,B,2020-02-03 04:00:00,True,39.705812963673736
798,41,24391.43,C,2020-02-03 05:00:00,True,28.509930653905208
799,35,62193.36,A,2020-02-03 06:00:00,False,52.18754705323076
800,35,36704.54,A,2020-02-03 07:00:00,True,58.77949154774507
801,44,93957.27,A,2020-02-03 08:00:00,False,57.723253941145586
802,29,35230.58,A,2020-02-03 09:00:00,True,62.298878789528516
803,35,25483.76,A,2020-02-03 10:00:00,False,54.86510315022302
804,30,17037.0,B,2020-02-03 11:00:00,True,42.00911752674645
805,30,14741.62,D,2020-02-03 12:00:00,True,62.59495796646783
806,31,16447.55,B,2020-02-03 13:00:00,False,29.637236902370976
807,37,41504.76,A,2020-02-03 14:00:00,True,36.4899292623128
808,30,46833.9,A,2020-02-03 15:00:00,True,35.53699892865133
809,47,16471.79,B,2020-02-03 16:00:00,True,66.20084088708965
810,26,56812.93,A,2020-02-03 17:00:00,True,64.14182771210113
811,33,28523.1,C,2020-02-03 18:00:00,True,57.309578555674925
812,30,39081.19,B,2020-02-03 19:00:00,True,66.07894797817696
813,49,81316.99,C,2020-02-03 20:00:00,True,36.810758263820176
814,36,56864.11,A,2020-02-03 21:00:00,True,55.22892679791471
815,45,31752.75,B,2020-02-03 22:00:00,False,48.12238357425254
816,20,23257.99,A,2020-02-03 23:00:00,True,62.70323155827371
817,37,12383.15,D,2020-02-04 00:00:00,True,48.271636511717034
818,43,25347.19,B,2020-02-04 01:00:00,True,44.22585667384878
819,35,32677.27,A,2020-02-04 02:00:00,True,58.11362777841485
820,45,22168.11,A,2020-02-04 03:00:00,True,63.1425375078685
821,29,34008.7,A,2020-02-04 04:00:00,True,39.97482207729797
